carrier,airport,scheduled_departure,actual_departure,delay,date,day,month
Porter Airlines,YUL,2025-05-08T06:05:00Z,2025-05-08T06:29:00Z,24,2025-05-08,8,May
Jazz Aviation,YUL,2025-11-30T15:15:00Z,2025-11-30T15:44:00Z,29,2025-11-30,30,Nov
Porter Airlines,YYZ,2025-08-26T11:10:00Z,2025-08-26T11:19:00Z,9,2025-08-26,26,Aug
Air Transat,YYZ,2025-02-27T10:50:00Z,2025-02-27T11:35:00Z,45,2025-02-27,27,Feb
Flair Airlines,YYT,2025-11-12T21:15:00Z,2025-11-12T21:25:00Z,10,2025-11-12,12,Nov
Porter Airlines,YYC,2025-06-27T15:00:00Z,2025-06-27T15:08:00Z,8,2025-06-27,27,Jun
Air Transat,YWG,2025-07-21T12:00:00Z,2025-07-21T12:22:00Z,22,2025-07-21,21,Jul
Flair Airlines,YVR,2025-10-24T08:30:00Z,2025-10-24T08:43:00Z,13,2025-10-24,24,Oct
Flair Airlines,YYZ,2025-06-13T01:25:00Z,2025-06-13T01:41:00Z,16,2025-06-13,13,Jun
Flair Airlines,YEG,2025-12-02T14:50:00Z,2025-12-02T15:06:00Z,16,2025-12-02,2,Dec
WestJet,YVR,2025-11-20T07:55:00Z,2025-11-20T08:02:00Z,7,2025-11-20,20,Nov
Air Canada,YUL,2025-10-21T02:45:00Z,2025-10-21T03:10:00Z,25,2025-10-21,21,Oct
Air Canada,YKF,2025-09-26T10:25:00Z,2025-09-26T10:34:00Z,9,2025-09-26,26,Sep
Air Canada,YEG,2025-09-14T13:30:00Z,2025-09-14T13:44:00Z,14,2025-09-14,14,Sep
Porter Airlines,YVR,2025-04-06T11:05:00Z,2025-04-06T11:28:00Z,23,2025-04-06,6,Apr
Porter Airlines,YYZ,2025-04-26T16:55:00Z,2025-04-26T17:18:00Z,23,2025-04-26,26,Apr
Jazz Aviation,YVR,2025-09-22T14:50:00Z,2025-09-22T15:03:00Z,13,2025-09-22,22,Sep
Air Transat,YVR,2025-10-13T08:30:00Z,2025-10-13T08:38:00Z,8,2025-10-13,13,Oct
PAL Airlines,YYZ,2025-07-30T00:25:00Z,2025-07-30T00:45:00Z,20,2025-07-30,30,Jul
Flair Airlines,YYZ,2025-11-01T21:30:00Z,2025-11-01T21:49:00Z,19,2025-11-01,1,Nov
Porter Airlines,YYZ,2025-10-25T20:25:00Z,2025-10-25T20:40:00Z,15,2025-10-25,25,Oct
Porter Airlines,YHZ,2025-09-27T01:45:00Z,2025-09-27T02:05:00Z,20,2025-09-27,27,Sep
Jazz Aviation,YYZ,2025-09-26T15:15:00Z,2025-09-26T15:44:00Z,29,2025-09-26,26,Sep
WestJet,YVR,2025-01-23T08:35:00Z,2025-01-23T08:49:00Z,14,2025-01-23,23,Jan
Air Canada,YYC,2025-03-22T17:25:00Z,2025-03-22T17:41:00Z,16,2025-03-22,22,Mar
Air Canada,YHZ,2025-02-20T00:00:00Z,2025-02-20T00:18:00Z,18,2025-02-20,20,Feb
WestJet,YWG,2025-07-09T18:40:00Z,2025-07-09T19:06:00Z,26,2025-07-09,9,Jul
Porter Airlines,YYZ,2025-12-17T17:00:00Z,2025-12-17T17:19:00Z,19,2025-12-17,17,Dec
WestJet,YHZ,2025-11-17T11:05:00Z,2025-11-17T11:45:00Z,40,2025-11-17,17,Nov
Porter Airlines,YWG,2025-05-04T10:50:00Z,2025-05-04T10:53:00Z,3,2025-05-04,4,May
Air Canada,YOW,2025-02-23T12:55:00Z,2025-02-23T13:30:00Z,35,2025-02-23,23,Feb
Air Canada,YVR,2025-11-20T10:35:00Z,2025-11-20T10:46:00Z,11,2025-11-20,20,Nov
Air Canada,YVR,2025-06-10T18:45:00Z,2025-06-10T18:55:00Z,10,2025-06-10,10,Jun
PAL Airlines,YYZ,2025-08-10T12:35:00Z,2025-08-10T12:53:00Z,18,2025-08-10,10,Aug
Porter Airlines,YYT,2025-07-07T14:00:00Z,2025-07-07T14:11:00Z,11,2025-07-07,7,Jul
Air Canada,YYZ,2025-09-23T15:55:00Z,2025-09-23T16:17:00Z,22,2025-09-23,23,Sep
Canadian North,YOW,2025-12-31T10:25:00Z,2025-12-31T10:40:00Z,15,2025-12-31,31,Dec
Flair Airlines,YYT,2025-12-18T08:30:00Z,2025-12-18T09:14:00Z,44,2025-12-18,18,Dec
Air Canada,YVR,2025-03-29T14:25:00Z,2025-03-29T14:41:00Z,16,2025-03-29,29,Mar
Flair Airlines,YYZ,2025-06-16T16:25:00Z,2025-06-16T16:54:00Z,29,2025-06-16,16,Jun
Porter Airlines,YYC,2025-02-27T21:00:00Z,2025-02-27T21:12:00Z,12,2025-02-27,27,Feb
Air Canada,YWG,2025-05-14T15:50:00Z,2025-05-14T16:06:00Z,16,2025-05-14,14,May
Canadian North,YVR,2025-07-22T06:15:00Z,2025-07-22T06:30:00Z,15,2025-07-22,22,Jul
Jazz Aviation,YYZ,2025-08-09T05:15:00Z,2025-08-09T05:34:00Z,19,2025-08-09,9,Aug
Jazz Aviation,YYZ,2025-02-23T08:05:00Z,2025-02-23T08:42:00Z,37,2025-02-23,23,Feb
Air Canada,YEG,2025-12-21T10:00:00Z,2025-12-21T10:33:00Z,33,2025-12-21,21,Dec
Air Canada,YQB,2025-11-29T23:20:00Z,2025-11-29T23:24:00Z,4,2025-11-29,29,Nov
Porter Airlines,YYZ,2025-12-18T13:50:00Z,2025-12-18T14:06:00Z,16,2025-12-18,18,Dec
Porter Airlines,YVR,2025-11-17T06:10:00Z,2025-11-17T06:37:00Z,27,2025-11-17,17,Nov
Canadian North,YYC,2025-04-29T08:30:00Z,2025-04-29T08:43:00Z,13,2025-04-29,29,Apr
Flair Airlines,YQB,2025-05-21T16:15:00Z,2025-05-21T16:26:00Z,11,2025-05-21,21,May
WestJet,YYC,2025-03-16T15:45:00Z,2025-03-16T16:00:00Z,15,2025-03-16,16,Mar
WestJet,YYZ,2025-04-26T14:10:00Z,2025-04-26T14:36:00Z,26,2025-04-26,26,Apr
WestJet,YEG,2025-10-31T16:20:00Z,2025-10-31T16:32:00Z,12,2025-10-31,31,Oct
WestJet,YVR,2025-09-15T17:25:00Z,2025-09-15T17:44:00Z,19,2025-09-15,15,Sep
WestJet,YUL,2025-10-22T04:30:00Z,2025-10-22T04:36:00Z,6,2025-10-22,22,Oct
Air Canada,YHZ,2025-06-01T15:20:00Z,2025-06-01T15:48:00Z,28,2025-06-01,1,Jun
WestJet,YWG,2025-08-26T13:55:00Z,2025-08-26T14:11:00Z,16,2025-08-26,26,Aug
Air Canada,YVR,2025-08-26T15:55:00Z,2025-08-26T16:17:00Z,22,2025-08-26,26,Aug
PAL Airlines,YWG,2025-10-12T15:55:00Z,2025-10-12T16:03:00Z,8,2025-10-12,12,Oct
Air Canada,YOW,2025-07-21T13:35:00Z,2025-07-21T13:51:00Z,16,2025-07-21,21,Jul
Air Canada,YWG,2025-08-25T22:55:00Z,2025-08-25T23:18:00Z,23,2025-08-25,25,Aug
Air Canada,YVR,2025-07-09T13:20:00Z,2025-07-09T13:39:00Z,19,2025-07-09,9,Jul
Air Transat,YYT,2025-08-17T21:25:00Z,2025-08-17T21:50:00Z,25,2025-08-17,17,Aug
WestJet,YYC,2025-08-31T08:55:00Z,2025-08-31T09:05:00Z,10,2025-08-31,31,Aug
PAL Airlines,YYZ,2025-10-27T11:35:00Z,2025-10-27T12:18:00Z,43,2025-10-27,27,Oct
Porter Airlines,YXX,2025-08-27T17:35:00Z,2025-08-27T17:40:00Z,5,2025-08-27,27,Aug
Air Canada,YYZ,2025-03-09T21:05:00Z,2025-03-09T21:13:00Z,8,2025-03-09,9,Mar
PAL Airlines,YOW,2025-05-20T16:50:00Z,2025-05-20T17:01:00Z,11,2025-05-20,20,May
WestJet,YYT,2025-04-21T14:05:00Z,2025-04-21T14:22:00Z,17,2025-04-21,21,Apr
Flair Airlines,YQR,2025-01-16T11:20:00Z,2025-01-16T12:44:00Z,84,2025-01-16,16,Jan
WestJet,YVR,2025-06-12T14:25:00Z,2025-06-12T14:34:00Z,9,2025-06-12,12,Jun
PAL Airlines,YXE,2025-04-22T08:10:00Z,2025-04-22T08:21:00Z,11,2025-04-22,22,Apr
Air Canada,YEG,2025-01-29T16:40:00Z,2025-01-29T16:58:00Z,18,2025-01-29,29,Jan
Flair Airlines,YVR,2025-04-29T11:20:00Z,2025-04-29T11:39:00Z,19,2025-04-29,29,Apr
Air Transat,YYZ,2025-11-17T07:30:00Z,2025-11-17T08:02:00Z,32,2025-11-17,17,Nov
Air Canada,YUL,2025-05-25T08:30:00Z,2025-05-25T08:47:00Z,17,2025-05-25,25,May
Canadian North,YYC,2025-03-30T07:15:00Z,2025-03-30T07:37:00Z,22,2025-03-30,30,Mar
WestJet,YVR,2025-03-08T17:25:00Z,2025-03-08T17:44:00Z,19,2025-03-08,8,Mar
PAL Airlines,YYZ,2025-10-04T17:30:00Z,2025-10-04T17:51:00Z,21,2025-10-04,4,Oct
Air Canada,YQR,2025-08-07T09:55:00Z,2025-08-07T10:25:00Z,30,2025-08-07,7,Aug
WestJet,YQT,2025-07-20T16:25:00Z,2025-07-20T17:02:00Z,37,2025-07-20,20,Jul
Air Canada,YYC,2025-01-29T05:15:00Z,2025-01-29T05:40:00Z,25,2025-01-29,29,Jan
WestJet,YUL,2025-04-25T11:10:00Z,2025-04-25T11:42:00Z,32,2025-04-25,25,Apr
Air Canada,YYT,2025-03-21T17:00:00Z,2025-03-21T17:07:00Z,7,2025-03-21,21,Mar
Porter Airlines,YXE,2025-07-13T14:00:00Z,2025-07-13T15:21:00Z,81,2025-07-13,13,Jul
PAL Airlines,YYZ,2025-10-02T16:55:00Z,2025-10-02T17:05:00Z,10,2025-10-02,2,Oct
Air Canada,YXE,2025-03-09T11:05:00Z,2025-03-09T11:23:00Z,18,2025-03-09,9,Mar
Porter Airlines,YYZ,2025-01-01T10:35:00Z,2025-01-01T11:02:00Z,27,2025-01-01,1,Jan
WestJet,YYC,2025-03-12T12:55:00Z,2025-03-12T13:27:00Z,32,2025-03-12,12,Mar
Air Canada,YOW,2025-03-11T15:20:00Z,2025-03-11T15:25:00Z,5,2025-03-11,11,Mar
Air Canada,YVR,2025-08-08T10:35:00Z,2025-08-08T10:47:00Z,12,2025-08-08,8,Aug
Air Transat,YYZ,2025-11-04T11:10:00Z,2025-11-04T11:19:00Z,9,2025-11-04,4,Nov
Air Canada,YXE,2025-10-08T14:15:00Z,2025-10-08T14:27:00Z,12,2025-10-08,8,Oct
Air Canada,YUL,2025-01-09T13:35:00Z,2025-01-09T13:57:00Z,22,2025-01-09,9,Jan
Jazz Aviation,YKF,2025-10-23T12:15:00Z,2025-10-23T12:20:00Z,5,2025-10-23,23,Oct
Flair Airlines,YYC,2025-09-03T10:10:00Z,2025-09-03T10:28:00Z,18,2025-09-03,3,Sep
WestJet,YEG,2025-03-12T15:25:00Z,2025-03-12T15:37:00Z,12,2025-03-12,12,Mar
Air Canada,YEG,2025-03-10T09:35:00Z,2025-03-10T09:41:00Z,6,2025-03-10,10,Mar
Flair Airlines,YYZ,2025-09-11T10:30:00Z,2025-09-11T10:41:00Z,11,2025-09-11,11,Sep
Air Canada,YQB,2025-05-22T07:50:00Z,2025-05-22T08:55:00Z,65,2025-05-22,22,May
WestJet,YEG,2025-04-21T13:40:00Z,2025-04-21T13:44:00Z,4,2025-04-21,21,Apr
PAL Airlines,YYC,2025-09-30T07:50:00Z,2025-09-30T08:20:00Z,30,2025-09-30,30,Sep
Jazz Aviation,YWG,2025-04-21T13:45:00Z,2025-04-21T14:14:00Z,29,2025-04-21,21,Apr
WestJet,YYC,2025-11-03T19:35:00Z,2025-11-03T19:49:00Z,14,2025-11-03,3,Nov
WestJet,YYZ,2025-08-15T08:55:00Z,2025-08-15T09:19:00Z,24,2025-08-15,15,Aug
Air Transat,YWG,2025-06-26T11:10:00Z,2025-06-26T11:19:00Z,9,2025-06-26,26,Jun
Air Canada,YQB,2025-02-21T09:20:00Z,2025-02-21T09:44:00Z,24,2025-02-21,21,Feb
Flair Airlines,YVR,2025-04-14T15:25:00Z,2025-04-14T15:58:00Z,33,2025-04-14,14,Apr
Air Canada,YOW,2025-12-10T09:35:00Z,2025-12-10T09:54:00Z,19,2025-12-10,10,Dec
Air Canada,YKF,2025-09-06T18:00:00Z,2025-09-06T18:15:00Z,15,2025-09-06,6,Sep
Air Canada,YYC,2025-05-03T18:55:00Z,2025-05-03T19:14:00Z,19,2025-05-03,3,May
Air Canada,YHZ,2025-09-22T09:50:00Z,2025-09-22T09:56:00Z,6,2025-09-22,22,Sep
WestJet,YYZ,2025-03-18T18:20:00Z,2025-03-18T18:41:00Z,21,2025-03-18,18,Mar
WestJet,YOW,2025-07-02T22:05:00Z,2025-07-02T22:30:00Z,25,2025-07-02,2,Jul
Porter Airlines,YVR,2025-11-12T15:05:00Z,2025-11-12T15:32:00Z,27,2025-11-12,12,Nov
Porter Airlines,YEG,2025-10-06T03:05:00Z,2025-10-06T03:15:00Z,10,2025-10-06,6,Oct
PAL Airlines,YEG,2025-03-27T21:15:00Z,2025-03-27T21:22:00Z,7,2025-03-27,27,Mar
WestJet,YWG,2025-09-10T14:35:00Z,2025-09-10T14:55:00Z,20,2025-09-10,10,Sep
Porter Airlines,YQR,2025-11-11T15:00:00Z,2025-11-11T15:10:00Z,10,2025-11-11,11,Nov
WestJet,YUL,2025-01-21T16:20:00Z,2025-01-21T16:46:00Z,26,2025-01-21,21,Jan
WestJet,YQT,2025-07-21T12:00:00Z,2025-07-21T12:08:00Z,8,2025-07-21,21,Jul
Air Canada,YEG,2025-08-23T16:25:00Z,2025-08-23T16:51:00Z,26,2025-08-23,23,Aug
Porter Airlines,YYZ,2025-09-14T14:55:00Z,2025-09-14T15:15:00Z,20,2025-09-14,14,Sep
PAL Airlines,YYZ,2025-10-23T10:35:00Z,2025-10-23T10:45:00Z,10,2025-10-23,23,Oct
Air Canada,YYT,2025-12-20T10:35:00Z,2025-12-20T11:08:00Z,33,2025-12-20,20,Dec
Air Canada,YEG,2025-08-04T16:40:00Z,2025-08-04T17:05:00Z,25,2025-08-04,4,Aug
Air Canada,YHZ,2025-10-22T18:10:00Z,2025-10-22T18:21:00Z,11,2025-10-22,22,Oct
Air Canada,YQT,2025-08-03T14:05:00Z,2025-08-03T14:13:00Z,8,2025-08-03,3,Aug
Air Transat,YVR,2025-04-23T15:20:00Z,2025-04-23T15:41:00Z,21,2025-04-23,23,Apr
Jazz Aviation,YYC,2025-06-07T07:20:00Z,2025-06-07T08:31:00Z,71,2025-06-07,7,Jun
Jazz Aviation,YUL,2025-05-20T11:40:00Z,2025-05-20T11:47:00Z,7,2025-05-20,20,May
Air Transat,YHZ,2025-09-23T17:20:00Z,2025-09-23T17:29:00Z,9,2025-09-23,23,Sep
PAL Airlines,YVR,2025-09-18T05:55:00Z,2025-09-18T06:22:00Z,27,2025-09-18,18,Sep
Porter Airlines,YYZ,2025-12-13T13:05:00Z,2025-12-13T13:38:00Z,33,2025-12-13,13,Dec
Flair Airlines,YHZ,2025-06-13T12:45:00Z,2025-06-13T13:09:00Z,24,2025-06-13,13,Jun
Air Canada,YXX,2025-01-17T13:40:00Z,2025-01-17T13:52:00Z,12,2025-01-17,17,Jan
WestJet,YHZ,2025-02-16T15:05:00Z,2025-02-16T15:31:00Z,26,2025-02-16,16,Feb
Air Canada,YEG,2025-11-10T15:10:00Z,2025-11-10T15:20:00Z,10,2025-11-10,10,Nov
WestJet,YYC,2025-08-10T10:45:00Z,2025-08-10T11:03:00Z,18,2025-08-10,10,Aug
Canadian North,YEG,2025-01-05T21:00:00Z,2025-01-05T21:15:00Z,15,2025-01-05,5,Jan
Air Canada,YKF,2025-02-16T13:55:00Z,2025-02-16T14:17:00Z,22,2025-02-16,16,Feb
Canadian North,YQB,2025-01-22T14:35:00Z,2025-01-22T15:00:00Z,25,2025-01-22,22,Jan
Air Canada,YUL,2025-10-10T17:30:00Z,2025-10-10T17:43:00Z,13,2025-10-10,10,Oct
WestJet,YHZ,2025-07-03T12:10:00Z,2025-07-03T12:21:00Z,11,2025-07-03,3,Jul
WestJet,YOW,2025-03-01T10:05:00Z,2025-03-01T10:14:00Z,9,2025-03-01,1,Mar
Air Canada,YUL,2025-05-03T00:40:00Z,2025-05-03T01:06:00Z,26,2025-05-03,3,May
Air Transat,YEG,2025-09-30T18:10:00Z,2025-09-30T18:27:00Z,17,2025-09-30,30,Sep
WestJet,YYT,2025-04-23T14:45:00Z,2025-04-23T15:22:00Z,37,2025-04-23,23,Apr
Air Transat,YYC,2025-11-21T02:00:00Z,2025-11-21T02:29:00Z,29,2025-11-21,21,Nov
PAL Airlines,YQR,2025-03-20T10:10:00Z,2025-03-20T10:16:00Z,6,2025-03-20,20,Mar
Air Canada,YVR,2025-04-24T23:25:00Z,2025-04-24T23:56:00Z,31,2025-04-24,24,Apr
WestJet,YYZ,2025-02-17T10:25:00Z,2025-02-17T11:01:00Z,36,2025-02-17,17,Feb
Air Transat,YYZ,2025-02-12T19:35:00Z,2025-02-12T20:06:00Z,31,2025-02-12,12,Feb
Air Canada,YYC,2025-08-22T19:45:00Z,2025-08-22T19:54:00Z,9,2025-08-22,22,Aug
WestJet,YEG,2025-05-27T09:10:00Z,2025-05-27T09:16:00Z,6,2025-05-27,27,May
WestJet,YYZ,2025-01-18T12:25:00Z,2025-01-18T12:49:00Z,24,2025-01-18,18,Jan
WestJet,YXX,2025-07-29T16:55:00Z,2025-07-29T17:22:00Z,27,2025-07-29,29,Jul
Jazz Aviation,YWG,2025-05-07T14:55:00Z,2025-05-07T15:21:00Z,26,2025-05-07,7,May
WestJet,YUL,2025-02-08T17:50:00Z,2025-02-08T18:20:00Z,30,2025-02-08,8,Feb
WestJet,YHZ,2025-06-06T06:10:00Z,2025-06-06T06:18:00Z,8,2025-06-06,6,Jun
Air Canada,YVR,2025-05-31T13:45:00Z,2025-05-31T14:17:00Z,32,2025-05-31,31,May
PAL Airlines,YYZ,2025-06-25T15:25:00Z,2025-06-25T15:47:00Z,22,2025-06-25,25,Jun
Air Transat,YUL,2025-10-20T03:10:00Z,2025-10-20T03:18:00Z,8,2025-10-20,20,Oct
Flair Airlines,YHZ,2025-08-14T08:50:00Z,2025-08-14T09:03:00Z,13,2025-08-14,14,Aug
Flair Airlines,YUL,2025-10-29T11:15:00Z,2025-10-29T11:36:00Z,21,2025-10-29,29,Oct
WestJet,YHZ,2025-11-24T07:55:00Z,2025-11-24T08:00:00Z,5,2025-11-24,24,Nov
Air Canada,YXE,2025-12-22T05:40:00Z,2025-12-22T05:52:00Z,12,2025-12-22,22,Dec
PAL Airlines,YUL,2025-07-28T09:45:00Z,2025-07-28T10:21:00Z,36,2025-07-28,28,Jul
WestJet,YYT,2025-05-28T20:40:00Z,2025-05-28T21:42:00Z,62,2025-05-28,28,May
Air Canada,YYZ,2025-10-10T08:55:00Z,2025-10-10T09:06:00Z,11,2025-10-10,10,Oct
Porter Airlines,YUL,2025-04-14T12:00:00Z,2025-04-14T12:07:00Z,7,2025-04-14,14,Apr
Flair Airlines,YYZ,2025-01-11T20:25:00Z,2025-01-11T20:44:00Z,19,2025-01-11,11,Jan
Air Canada,YYC,2025-02-11T11:10:00Z,2025-02-11T11:40:00Z,30,2025-02-11,11,Feb
WestJet,YHZ,2025-01-19T18:05:00Z,2025-01-19T18:22:00Z,17,2025-01-19,19,Jan
WestJet,YYZ,2025-08-20T04:50:00Z,2025-08-20T05:34:00Z,44,2025-08-20,20,Aug
WestJet,YYZ,2025-03-17T15:00:00Z,2025-03-17T15:18:00Z,18,2025-03-17,17,Mar
Air Transat,YWG,2025-03-29T18:50:00Z,2025-03-29T19:32:00Z,42,2025-03-29,29,Mar
Porter Airlines,YUL,2025-10-09T12:55:00Z,2025-10-09T13:09:00Z,14,2025-10-09,9,Oct
Air Canada,YKF,2025-11-28T12:10:00Z,2025-11-28T12:14:00Z,4,2025-11-28,28,Nov
Flair Airlines,YQT,2025-10-10T23:10:00Z,2025-10-11T00:34:00Z,84,2025-10-10,10,Oct
Air Canada,YYC,2025-06-15T22:10:00Z,2025-06-15T22:30:00Z,20,2025-06-15,15,Jun
WestJet,YHZ,2025-11-20T20:35:00Z,2025-11-20T20:41:00Z,6,2025-11-20,20,Nov
WestJet,YHZ,2025-05-30T09:55:00Z,2025-05-30T10:09:00Z,14,2025-05-30,30,May
Porter Airlines,YXE,2025-10-25T11:20:00Z,2025-10-25T11:34:00Z,14,2025-10-25,25,Oct
Air Canada,YOW,2025-08-07T19:45:00Z,2025-08-07T19:55:00Z,10,2025-08-07,7,Aug
Flair Airlines,YQR,2025-11-11T08:35:00Z,2025-11-11T09:03:00Z,28,2025-11-11,11,Nov
Air Canada,YKF,2025-04-24T14:45:00Z,2025-04-24T14:57:00Z,12,2025-04-24,24,Apr
Jazz Aviation,YYZ,2025-12-21T10:45:00Z,2025-12-21T11:03:00Z,18,2025-12-21,21,Dec
Air Canada,YYZ,2025-02-17T06:00:00Z,2025-02-17T06:37:00Z,37,2025-02-17,17,Feb
PAL Airlines,YUL,2025-04-20T21:20:00Z,2025-04-20T21:29:00Z,9,2025-04-20,20,Apr
Jazz Aviation,YEG,2025-11-22T12:55:00Z,2025-11-22T13:10:00Z,15,2025-11-22,22,Nov
Jazz Aviation,YYZ,2025-03-28T13:45:00Z,2025-03-28T14:06:00Z,21,2025-03-28,28,Mar
Porter Airlines,YHZ,2025-07-24T15:15:00Z,2025-07-24T15:55:00Z,40,2025-07-24,24,Jul
Air Canada,YUL,2025-10-04T12:00:00Z,2025-10-04T12:12:00Z,12,2025-10-04,4,Oct
WestJet,YYC,2025-05-13T12:00:00Z,2025-05-13T12:31:00Z,31,2025-05-13,13,May
Canadian North,YYT,2025-02-20T08:45:00Z,2025-02-20T09:05:00Z,20,2025-02-20,20,Feb
Air Canada,YXX,2025-05-24T21:25:00Z,2025-05-24T21:32:00Z,7,2025-05-24,24,May
Canadian North,YYC,2025-11-01T23:25:00Z,2025-11-01T23:54:00Z,29,2025-11-01,1,Nov
WestJet,YYC,2025-01-18T12:10:00Z,2025-01-18T12:36:00Z,26,2025-01-18,18,Jan
WestJet,YYZ,2025-11-30T15:25:00Z,2025-11-30T15:41:00Z,16,2025-11-30,30,Nov
Canadian North,YOW,2025-01-14T10:15:00Z,2025-01-14T11:01:00Z,46,2025-01-14,14,Jan
WestJet,YQB,2025-11-06T11:25:00Z,2025-11-06T11:43:00Z,18,2025-11-06,6,Nov
Air Canada,YVR,2025-03-02T19:50:00Z,2025-03-02T20:14:00Z,24,2025-03-02,2,Mar
Air Canada,YQB,2025-03-19T09:10:00Z,2025-03-19T09:27:00Z,17,2025-03-19,19,Mar
Air Transat,YWG,2025-02-24T00:00:00Z,2025-02-24T00:20:00Z,20,2025-02-24,24,Feb
Porter Airlines,YQT,2025-12-02T14:25:00Z,2025-12-02T14:36:00Z,11,2025-12-02,2,Dec
Air Canada,YHZ,2025-05-26T19:05:00Z,2025-05-26T19:37:00Z,32,2025-05-26,26,May
Air Canada,YHZ,2025-10-09T10:40:00Z,2025-10-09T11:05:00Z,25,2025-10-09,9,Oct
Flair Airlines,YYC,2025-05-16T12:55:00Z,2025-05-16T13:44:00Z,49,2025-05-16,16,May
Air Canada,YYZ,2025-05-18T15:55:00Z,2025-05-18T16:03:00Z,8,2025-05-18,18,May
Jazz Aviation,YWG,2025-06-15T07:50:00Z,2025-06-15T08:08:00Z,18,2025-06-15,15,Jun
Air Canada,YVR,2025-09-09T16:40:00Z,2025-09-09T17:09:00Z,29,2025-09-09,9,Sep
WestJet,YYZ,2025-02-14T05:25:00Z,2025-02-14T05:49:00Z,24,2025-02-14,14,Feb
Flair Airlines,YXE,2025-11-21T01:55:00Z,2025-11-21T02:07:00Z,12,2025-11-21,21,Nov
Air Transat,YXE,2025-02-17T13:55:00Z,2025-02-17T14:20:00Z,25,2025-02-17,17,Feb
Porter Airlines,YWG,2025-08-17T13:55:00Z,2025-08-17T14:01:00Z,6,2025-08-17,17,Aug
Air Canada,YUL,2025-12-05T18:25:00Z,2025-12-05T19:01:00Z,36,2025-12-05,5,Dec
Jazz Aviation,YYC,2025-04-14T16:30:00Z,2025-04-14T17:04:00Z,34,2025-04-14,14,Apr
WestJet,YKF,2025-04-19T11:00:00Z,2025-04-19T11:03:00Z,3,2025-04-19,19,Apr
PAL Airlines,YVR,2025-01-12T11:10:00Z,2025-01-12T11:40:00Z,30,2025-01-12,12,Jan
Porter Airlines,YYZ,2025-07-22T09:35:00Z,2025-07-22T09:44:00Z,9,2025-07-22,22,Jul
WestJet,YOW,2025-09-15T21:05:00Z,2025-09-15T21:10:00Z,5,2025-09-15,15,Sep
Porter Airlines,YYZ,2025-12-26T17:30:00Z,2025-12-26T17:44:00Z,14,2025-12-26,26,Dec
WestJet,YOW,2025-03-30T14:40:00Z,2025-03-30T14:52:00Z,12,2025-03-30,30,Mar
Air Transat,YYT,2025-09-27T13:35:00Z,2025-09-27T13:58:00Z,23,2025-09-27,27,Sep
WestJet,YVR,2025-08-16T14:35:00Z,2025-08-16T14:54:00Z,19,2025-08-16,16,Aug
Porter Airlines,YUL,2025-05-22T19:25:00Z,2025-05-22T19:39:00Z,14,2025-05-22,22,May
Porter Airlines,YQB,2025-07-01T12:35:00Z,2025-07-01T12:40:00Z,5,2025-07-01,1,Jul
Jazz Aviation,YUL,2025-04-19T14:05:00Z,2025-04-19T14:12:00Z,7,2025-04-19,19,Apr
Flair Airlines,YYZ,2025-10-11T16:20:00Z,2025-10-11T16:36:00Z,16,2025-10-11,11,Oct
Air Transat,YYC,2025-06-12T14:25:00Z,2025-06-12T14:35:00Z,10,2025-06-12,12,Jun
PAL Airlines,YYC,2025-08-17T14:40:00Z,2025-08-17T15:07:00Z,27,2025-08-17,17,Aug
Air Canada,YQR,2025-03-29T09:00:00Z,2025-03-29T09:11:00Z,11,2025-03-29,29,Mar
Air Transat,YUL,2025-01-08T10:15:00Z,2025-01-08T10:41:00Z,26,2025-01-08,8,Jan
Air Transat,YYZ,2025-12-05T16:10:00Z,2025-12-05T16:41:00Z,31,2025-12-05,5,Dec
PAL Airlines,YYC,2025-05-25T15:35:00Z,2025-05-25T15:53:00Z,18,2025-05-25,25,May
WestJet,YYZ,2025-02-08T18:40:00Z,2025-02-08T18:58:00Z,18,2025-02-08,8,Feb
Air Canada,YUL,2025-08-24T11:25:00Z,2025-08-24T11:43:00Z,18,2025-08-24,24,Aug
Flair Airlines,YUL,2025-01-29T18:00:00Z,2025-01-29T18:23:00Z,23,2025-01-29,29,Jan
Air Canada,YYZ,2025-04-29T20:15:00Z,2025-04-29T20:36:00Z,21,2025-04-29,29,Apr
Air Canada,YUL,2025-02-20T12:40:00Z,2025-02-20T13:10:00Z,30,2025-02-20,20,Feb
Porter Airlines,YYZ,2025-05-31T12:05:00Z,2025-05-31T12:21:00Z,16,2025-05-31,31,May
Air Canada,YYZ,2025-01-18T04:55:00Z,2025-01-18T05:18:00Z,23,2025-01-18,18,Jan
Air Canada,YYT,2025-12-31T10:30:00Z,2025-12-31T10:54:00Z,24,2025-12-31,31,Dec
Air Canada,YWG,2025-12-25T01:55:00Z,2025-12-25T02:28:00Z,33,2025-12-25,25,Dec
Porter Airlines,YYZ,2025-02-28T13:25:00Z,2025-02-28T13:39:00Z,14,2025-02-28,28,Feb
WestJet,YYZ,2025-01-06T19:55:00Z,2025-01-06T20:12:00Z,17,2025-01-06,6,Jan
Jazz Aviation,YWG,2025-07-06T10:25:00Z,2025-07-06T10:36:00Z,11,2025-07-06,6,Jul
Flair Airlines,YYC,2025-11-21T14:50:00Z,2025-11-21T15:00:00Z,10,2025-11-21,21,Nov
